,label
7721,0
2036,1
49,1
4677,0
9945,0
2625,0
10923,0
9238,0
10948,0
7086,0
8927,0
9364,0
3913,0
2185,1
8818,0
7386,0
237,1
179,1
2652,0
1972,1
8123,0
38,1
4727,0
2134,1
5485,0
3083,0
65,1
8505,0
9959,0
1666,1
7624,0
313,1
3283,0
10434,0
3888,0
2853,0
6296,0
1797,1
11341,0
1536,1
6336,0
5957,0
10098,0
8574,0
5416,0
10056,0
6189,0
6549,0
7241,0
5697,0
5559,0
6582,0
5067,0
422,1
11345,0
8679,0
5034,0
11201,0
667,1
7614,0
760,1
7945,0
2029,1
3025,0
9550,0
7549,0
9653,0
10492,0
509,1
10610,0
8822,0
8612,0
7146,0
958,1
7129,0
4840,0
4406,0
1358,1
895,1
6295,0
10560,0
4910,0
9973,0
8314,0
2640,0
10793,0
1704,1
2485,0
10533,0
10691,0
2600,0
4905,0
10559,0
8961,0
6048,0
2670,0
3908,0
1819,1
9640,0
7123,0
2980,0
5456,0
5942,0
8630,0
5093,0
6623,0
3348,0
9656,0
8805,0
4055,0
1124,1
10558,0
8479,0
10135,0
11166,0
878,1
10269,0
1123,1
1374,1
8776,0
7356,0
1900,1
10108,0
2357,0
1469,1
10651,0
1944,1
4934,0
8553,0
143,1
8433,0
7121,0
10884,0
6183,0
6997,0
1282,1
1195,1
3273,0
7770,0
3345,0
9273,0
1285,1
5252,0
7722,0
8138,0
380,1
8918,0
7552,0
7347,0
5495,0
5877,0
4399,0
935,1
6203,0
2434,0
7946,0
1804,1
5198,0
9151,0
338,1
738,1
174,1
4772,0
11124,0
7715,0
10447,0
5636,0
10475,0
8914,0
1824,1
5739,0
8887,0
397,1
4567,0
2849,0
2268,1
7725,0
3975,0
4140,0
2685,0
5750,0
9567,0
11360,0
5780,0
2201,1
2516,0
1831,1
5617,0
10594,0
4462,0
1281,1
8770,0
11120,0
3814,0
3368,0
4542,0
3306,0
8392,0
9430,0
10745,0
5148,0
9182,0
1257,1
3412,0
4251,0
9187,0
6752,0
2702,0
9521,0
7472,0
6139,0
5464,0
5608,0
2337,0
8460,0
5629,0
6477,0
4630,0
8313,0
4986,0
1166,1
6622,0
10270,0
10460,0
4166,0
9813,0
8042,0
2939,0
5443,0
312,1
3658,0
6144,0
7571,0
7792,0
4374,0
5654,0
3858,0
627,1
2189,1
4647,0
3131,0
4219,0
2932,0
2876,0
6505,0
831,1
304,1
2395,0
9237,0
9529,0
5573,0
281,1
9360,0
8803,0
10394,0
4993,0
5389,0
4430,0
4211,0
4766,0
10184,0
2279,1
2943,0
8624,0
8419,0
8956,0
1332,1
7095,0
10115,0
5194,0
5664,0
1456,1
7442,0
4320,0
254,1
11057,0
10811,0
6270,0
317,1
2453,0
137,1
10680,0
5875,0
5125,0
800,1
1884,1
2162,1
7168,0
1065,1
4069,0
5553,0
3646,0
1425,1
9547,0
11037,0
5044,0
6468,0
1250,1
4041,0
1189,1
9708,0
388,1
4445,0
5366,0
9023,0
1750,1
5268,0
4860,0
9984,0
11150,0
3510,0
8578,0
1417,1
103,1
7261,0
7243,0
6168,0
9777,0
393,1
5632,0
5359,0
7314,0
11079,0
7324,0
7006,0
1594,1
7372,0
10960,0
5218,0
158,1
8685,0
2101,1
216,1
5032,0
7863,0
6052,0
9011,0
10272,0
9341,0
4761,0
2293,1
5429,0
4987,0
4800,0
9827,0
8860,0
2930,0
8196,0
8132,0
7267,0
3719,0
2888,0
747,1
7275,0
6274,0
11241,0
9943,0
11387,0
6983,0
9583,0
5931,0
4231,0
7501,0
9394,0
5057,0
394,1
916,1
975,1
4919,0
1017,1
5120,0
9526,0
2608,0
6285,0
8563,0
2375,0
11126,0
2639,0
2427,0
6057,0
5951,0
5659,0
1683,1
6878,0
1768,1
719,1
10048,0
2507,0
526,1
983,1
2044,1
3673,0
1832,1
1687,1
600,1
3017,0
2983,0
6832,0
3583,0
10187,0
4780,0
8557,0
9702,0
5820,0
3114,0
10664,0
9195,0
5622,0
4726,0
185,1
6049,0
5147,0
6275,0
10582,0
1733,1
10381,0
3010,0
341,1
4423,0
1252,1
11152,0
863,1
11127,0
435,1
7389,0
7576,0
8959,0
5121,0
9248,0
5360,0
9750,0
5378,0
1638,1
3831,0
5286,0
7470,0
7660,0
2146,1
4070,0
1624,1
444,1
6775,0
7520,0
7686,0
5258,0
376,1
10889,0
356,1
4162,0
10092,0
7317,0
7151,0
6858,0
2054,1
618,1
5489,0
9423,0
10081,0
8594,0
3749,0
4142,0
10310,0
5441,0
9137,0
2706,0
10957,0
6907,0
2919,0
10643,0
987,1
9408,0
3482,0
2570,0
825,1
9190,0
9424,0
5599,0
5419,0
3546,0
1917,1
5773,0
2999,0
4067,0
7106,0
3505,0
10821,0
2666,0
6224,0
2994,0
11434,0
3358,0
1714,1
10151,0
2076,1
4948,0
2442,0
7119,0
867,1
147,1
2899,0
11104,0
3188,0
7663,0
11198,0
4382,0
2059,1
4523,0
3580,0
3567,0
10724,0
10983,0
1955,1
1116,1
10438,0
2406,0
10517,0
9958,0
9048,0
10547,0
2797,0
9508,0
8064,0
3350,0
8568,0
10990,0
6896,0
8765,0
10790,0
766,1
1931,1
4178,0
10513,0
7724,0
8976,0
8538,0
864,1
4148,0
8263,0
7940,0
7159,0
9952,0
9670,0
8031,0
8531,0
3483,0
5356,0
3710,0
10481,0
10185,0
1715,1
8697,0
7109,0
5822,0
5001,0
5428,0
10840,0
4602,0
4794,0
5901,0
9888,0
2962,0
8362,0
3471,0
11046,0
3978,0
3896,0
4792,0
10580,0
2499,0
6039,0
5452,0
2519,0
6277,0
629,1
1249,1
7731,0
1571,1
1223,1
544,1
643,1
8781,0
8841,0
1690,1
5075,0
9957,0
866,1
8523,0
6384,0
8059,0
787,1
2048,1
9470,0
5459,0
7170,0
11140,0
347,1
7383,0
9314,0
10364,0
1326,1
6178,0
6169,0
9215,0
8299,0
10409,0
2588,0
3925,0
