,label
282,1
8988,0
3994,0
3717,0
7553,0
10157,0
6681,0
8105,0
2053,1
1949,1
582,1
6281,0
2091,1
5621,0
8350,0
2074,1
2752,0
4149,0
9770,0
9852,0
3903,0
1191,1
10912,0
5570,0
1954,1
2019,1
7902,0
161,1
1319,1
457,1
6451,0
6422,0
3672,0
2700,0
7956,0
2720,0
4508,0
9760,0
4551,0
5161,0
3375,0
8728,0
3026,0
3801,0
5658,0
7289,0
3570,0
503,1
10500,0
10207,0
6131,0
7635,0
7490,0
5624,0
3196,0
7718,0
7001,0
2207,1
6108,0
5568,0
7849,0
8316,0
3788,0
4288,0
3053,0
7115,0
9891,0
10033,0
5800,0
4494,0
9485,0
417,1
1224,1
5058,0
4880,0
10931,0
6320,0
7602,0
9168,0
1786,1
4065,0
3528,0
1206,1
7815,0
923,1
9802,0
1905,1
849,1
7060,0
10788,0
1956,1
5115,0
8282,0
9352,0
3146,0
2973,0
9019,0
1546,1
4286,0
6095,0
2216,1
8658,0
10891,0
1031,1
249,1
3731,0
7004,0
11342,0
6109,0
368,1
4285,0
2955,0
10826,0
1849,1
10503,0
9122,0
8195,0
4245,0
5922,0
5983,0
10514,0
2808,0
8293,0
11028,0
4683,0
4449,0
942,1
4415,0
2188,1
10147,0
5282,0
8097,0
10067,0
11443,0
6446,0
1689,1
2447,0
2200,1
2187,1
7025,0
5680,0
9939,0
10468,0
6739,0
7380,0
11353,0
10038,0
4175,0
10307,0
1622,1
584,1
11271,0
4572,0
7235,0
10544,0
4040,0
10174,0
7203,0
3805,0
4458,0
7616,0
6016,0
59,1
5698,0
9235,0
7862,0
4438,0
8842,0
6864,0
9387,0
3302,0
10285,0
780,1
11419,0
10951,0
10354,0
2715,0
5868,0
6664,0
2450,0
3685,0
4607,0
1341,1
3712,0
10776,0
7901,0
11322,0
11107,0
4812,0
6784,0
4098,0
9180,0
1036,1
11173,0
10266,0
8261,0
8349,0
7072,0
2135,1
10702,0
5607,0
9947,0
5462,0
6960,0
4083,0
8230,0
575,1
4740,0
4,1
2694,0
10708,0
7259,0
8767,0
4355,0
6047,0
3537,0
9376,0
8049,0
10161,0
9877,0
801,1
3282,0
6807,0
1450,1
7583,0
10958,0
1528,1
352,1
529,1
4923,0
9031,0
7610,0
9305,0
11433,0
3116,0
10549,0
10245,0
11204,0
4642,0
4123,0
1165,1
1192,1
10332,0
10925,0
3690,0
10218,0
4685,0
9506,0
1749,1
8136,0
3711,0
10798,0
1248,1
7996,0
7617,0
9096,0
8147,0
3016,0
5220,0
6900,0
7953,0
8143,0
7043,0
2256,1
8575,0
6397,0
10673,0
703,1
5029,0
10690,0
4137,0
3563,0
9536,0
9585,0
6499,0
10662,0
7841,0
6236,0
6586,0
5826,0
1452,1
5304,0
9072,0
7053,0
996,1
10921,0
2144,1
7345,0
1532,1
4681,0
2361,0
7678,0
10571,0
3225,0
3851,0
2697,0
3996,0
8741,0
4577,0
9906,0
847,1
10386,0
333,1
10529,0
4786,0
357,1
11110,0
9606,0
929,1
9704,0
8414,0
6465,0
4006,0
8057,0
5111,0
1606,1
480,1
8005,0
7605,0
3415,0
6198,0
446,1
4887,0
10196,0
3573,0
6764,0
1273,1
3092,0
8060,0
11489,0
10145,0
3976,0
10277,0
7814,0
9620,0
6601,0
8217,0
549,1
4397,0
10052,0
7662,0
9054,0
5227,0
1212,1
2089,1
10764,0
280,1
4491,0
8176,0
10498,0
9239,0
11374,0
6009,0
10817,0
2905,0
9067,0
7051,0
6006,0
9211,0
8726,0
11116,0
4657,0
4394,0
1794,1
5395,0
2601,0
498,1
1244,1
7958,0
2776,0
7582,0
7186,0
7190,0
10649,0
9971,0
10626,0
9927,0
2854,0
7003,0
7122,0
1846,1
892,1
2944,0
3391,0
1073,1
10536,0
2079,1
7336,0
7880,0
7424,0
9754,0
5900,0
4095,0
7346,0
6480,0
7811,0
3221,0
9243,0
5293,0
6636,0
4992,0
4114,0
6747,0
10945,0
8398,0
10061,0
4884,0
11413,0
3271,0
5399,0
9312,0
5885,0
4699,0
9663,0
2534,0
2133,1
8001,0
567,1
9725,0
7229,0
2261,1
2647,0
7618,0
10022,0
7451,0
2714,0
1658,1
1441,1
7918,0
2619,0
4636,0
9049,0
5584,0
1023,1
1596,1
7381,0
2616,0
6439,0
5678,0
1493,1
9210,0
5526,0
4308,0
4189,0
3640,0
6279,0
9422,0
1430,1
11019,0
9938,0
669,1
7002,0
10630,0
7735,0
11038,0
2426,0
7587,0
748,1
4925,0
9859,0
8951,0
453,1
2132,1
2425,0
3067,0
6435,0
10260,0
7264,0
2889,0
1521,1
3446,0
9793,0
9574,0
6560,0
4493,0
3307,0
4120,0
1367,1
430,1
6247,0
9179,0
6143,0
11404,0
1219,1
8928,0
4694,0
1844,1
2389,0
11351,0
11472,0
9274,0
1030,1
11496,0
8164,0
1393,1
10483,0
5623,0
4962,0
7009,0
9541,0
6302,0
9667,0
1148,1
9003,0
10895,0
11424,0
9329,0
4806,0
4865,0
1556,1
5527,0
6667,0
11041,0
2440,0
3935,0
5248,0
5486,0
8050,0
9733,0
5319,0
6507,0
64,1
1822,1
7702,0
1395,1
10268,0
10831,0
8425,0
10624,0
6689,0
7171,0
9495,0
2859,0
1272,1
3110,0
8268,0
258,1
1619,1
10647,0
5512,0
5170,0
10326,0
8549,0
6879,0
8917,0
11240,0
171,1
6372,0
9149,0
3241,0
10099,0
3769,0
3956,0
4046,0
2618,0
3765,0
3890,0
3457,0
4587,0
2240,1
8354,0
3397,0
3603,0
8206,0
102,1
3487,0
1739,1
4559,0
11084,0
10329,0
3872,0
9736,0
11470,0
8864,0
1767,1
3584,0
7425,0
6913,0
8571,0
7959,0
11349,0
9155,0
10734,0
10946,0
8662,0
6297,0
9843,0
5562,0
3688,0
3388,0
141,1
1989,1
6217,0
5299,0
5514,0
6987,0
6387,0
7545,0
4026,0
10890,0
11247,0
9071,0
8870,0
8848,0
11034,0
5615,0
8452,0
6228,0
8508,0
8764,0
11319,0
5665,0
4314,0
11175,0
5555,0
8062,0
5699,0
7342,0
3438,0
1598,1
9335,0
3389,0
5371,0
763,1
3862,0
8337,0
6630,0
6201,0
4421,0
7510,0
7280,0
7022,0
5914,0
9518,0
7046,0
7418,0
9131,0
3061,0
306,1
1494,1
3400,0
428,1
1236,1
8009,0
727,1
9783,0
2147,1
1107,1
7297,0
5859,0
6967,0
3936,0
11261,0
3660,0
7598,0
2998,0
8544,0
9619,0
1937,1
4338,0
5603,0
8168,0
5036,0
3407,0
9654,0
10050,0
9623,0
1990,1
4895,0
5372,0
9361,0
9617,0
562,1
10493,0
95,1
3176,0
10109,0
9188,0
3080,0
6539,0
9205,0
3175,0
9967,0
4557,0
8133,0
314,1
10672,0
1620,1
5872,0
1699,1
7214,0
8046,0
8496,0
2145,1
1930,1
5892,0
8786,0
6696,0
5273,0
8435,0
3602,0
5180,0
932,1
4828,0
7649,0
7016,0
1587,1
5340,0
8495,0
9447,0
9420,0
4213,0
9406,0
5836,0
4817,0
4079,0
11408,0
8491,0
6776,0
11165,0
5640,0
8188,0
1996,1
5163,0
7341,0
5850,0
6965,0
556,1
648,1
2871,0
5098,0
11315,0
8744,0
5108,0
6340,0
2591,0
5767,0
1396,1
1471,1
4947,0
10712,0
1076,1
1346,1
6762,0
5049,0
788,1
3354,0
4459,0
777,1
2559,0
5287,0
10678,0
9156,0
203,1
2626,0
3677,0
3608,0
2758,0
11013,0
10136,0
3133,0
1005,1
104,1
7134,0
9200,0
10337,0
10467,0
990,1
817,1
5071,0
5592,0
658,1
5425,0
5450,0
636,1
2468,0
2323,0
245,1
4538,0
10407,0
9666,0
6902,0
7321,0
6370,0
4072,0
7401,0
4349,0
5210,0
8904,0
9829,0
5833,0
778,1
3060,0
6715,0
9904,0
6914,0
7150,0
10645,0
6300,0
5848,0
2672,0
11,1
8253,0
4596,0
726,1
9552,0
5787,0
4096,0
3267,0
5215,0
7778,0
2066,1
6393,0
5971,0
1582,1
790,1
10068,0
5114,0
3074,0
11056,0
8070,0
9544,0
4052,0
1850,1
4603,0
7881,0
724,1
9752,0
6614,0
6825,0
4931,0
5776,0
1021,1
10426,0
7136,0
2057,1
2487,0
10443,0
10122,0
2705,0
7309,0
8701,0
2082,1
3875,0
246,1
1072,1
5815,0
6412,0
285,1
2478,0
8949,0
9315,0
9488,0
481,1
11176,0
9808,0
5038,0
8585,0
4661,0
1204,1
488,1
4200,0
7460,0
6332,0
6486,0
5835,0
1464,1
10287,0
7174,0
1816,1
599,1
2061,1
8040,0
9615,0
649,1
7556,0
4759,0
1581,1
1958,1
8402,0
8762,0
5381,0
11279,0
4785,0
4743,0
3167,0
10988,0
8237,0
7580,0
5171,0
538,1
11458,0
6190,0
7750,0
5882,0
9818,0
383,1
11347,0
2438,0
10494,0
5454,0
8852,0
4276,0
1500,1
3296,0
1542,1
6441,0
10408,0
2959,0
7465,0
9909,0
6721,0
8570,0
9711,0
2414,0
10228,0
6849,0
6535,0
1293,1
3544,0
2850,0
2687,0
6411,0
11426,0
8218,0
10537,0
10700,0
9633,0
4279,0
9115,0
5852,0
5237,0
2281,1
2277,1
271,1
813,1
2772,0
3242,0
10423,0
9472,0
3323,0
734,1
5635,0
3428,0
644,1
10384,0
1680,1
57,1
632,1
7433,0
10697,0
6077,0
10324,0
3003,0
9509,0
8085,0
8264,0
1936,1
5515,0
10576,0
7551,0
1934,1
4357,0
2264,1
5477,0
8800,0
1706,1
805,1
9645,0
3036,0
1976,1
4536,0
5455,0
6200,0
2498,0
4715,0
1288,1
94,1
8733,0
157,1
8262,0
4718,0
11377,0
1075,1
742,1
5704,0
6396,0
10478,0
10193,0
6714,0
5261,0
3568,0
6670,0
7092,0
2777,0
6989,0
173,1
10525,0
2419,0
1754,1
2184,1
3427,0
3235,0
11081,0
2367,0
10713,0
7496,0
2382,0
211,1
8883,0
4724,0
3246,0
4506,0
2394,0
6589,0
1482,1
4979,0
5799,0
9366,0
3113,0
6329,0
8488,0
2766,0
906,1
1084,1
8027,0
9092,0
5205,0
5655,0
10172,0
9276,0
10485,0
11145,0
10528,0
8463,0
4441,0
10420,0
9641,0
9881,0
913,1
6487,0
10400,0
9498,0
6562,0
2142,1
1342,1
8915,0
193,1
792,1
10909,0
8265,0
10458,0
7384,0
45,1
11226,0
3906,0
87,1
1744,1
2203,1
4586,0
2527,0
2464,0
10439,0
2358,0
10505,0
8331,0
5499,0
9412,0
9362,0
8763,0
1552,1
5324,0
1505,1
10322,0
6349,0
6955,0
7813,0
7740,0
8966,0
1998,1
1584,1
9443,0
10053,0
7761,0
7541,0
985,1
5165,0
10318,0
10797,0
11210,0
1498,1
11017,0
2533,0
5307,0
6536,0
8593,0
4362,0
3157,0
10168,0
7905,0
10353,0
4360,0
9446,0
2976,0
5092,0
5532,0
1016,1
5856,0
4944,0
1698,1
11091,0
9281,0
10176,0
8100,0
4988,0
1574,1
10904,0
6788,0
1535,1
135,1
3620,0
5413,0
4480,0
8665,0
8546,0
4918,0
8041,0
6802,0
5804,0
5649,0
10004,0
108,1
9181,0
576,1
715,1
10093,0
1298,1
11483,0
8937,0
1539,1
1969,1
7938,0
905,1
4416,0
166,1
6272,0
8877,0
6312,0
6383,0
6978,0
3795,0
2125,1
3666,0
1061,1
5152,0
4032,0
6354,0
9320,0
8321,0
4431,0
5733,0
10111,0
5064,0
8411,0
4106,0
5403,0
5663,0
510,1
646,1
3507,0
8525,0
2810,0
1673,1
3540,0
10761,0
5451,0
5314,0
2762,0
6475,0
9632,0
5337,0
6082,0
9565,0
9895,0
2225,1
11330,0
4886,0
668,1
5077,0
1350,1
5817,0
2592,0
3330,0
3254,0
2920,0
1475,1
2879,0
7417,0
9867,0
2064,1
2564,0
8518,0
7276,0
4169,0
816,1
8126,0
2574,0
6140,0
9468,0
3513,0
11106,0
2612,0
8157,0
2106,1
2689,0
2729,0
9563,0
3138,0
5645,0
5909,0
1485,1
3352,0
8175,0
11390,0
5737,0
2045,1
3565,0
2373,0
8825,0
1115,1
1049,1
2790,0
6925,0
6214,0
1280,1
8022,0
522,1
6204,0
10430,0
1496,1
6512,0
9297,0
2105,1
4167,0
2918,0
6531,0
4342,0
11155,0
10476,0
5904,0
7133,0
5816,0
7597,0
9502,0
1295,1
10079,0
4364,0
9857,0
1074,1
8703,0
8667,0
8602,0
8714,0
10506,0
5315,0
4610,0
9835,0
1011,1
6518,0
7656,0
2287,1
6184,0
8229,0
4502,0
11355,0
2080,1
9911,0
1878,1
6942,0
9093,0
1184,1
3035,0
9794,0
7917,0
6206,0
9749,0
630,1
11307,0
7798,0
10404,0
9089,0
8332,0
11096,0
10711,0
7974,0
11340,0
1458,1
1943,1
8028,0
7251,0
1808,1
921,1
6027,0
9397,0
37,1
5129,0
4293,0
6606,0
11239,0
1304,1
9286,0
8663,0
3276,0
1446,1
7682,0
5861,0
9940,0
9759,0
3578,0
10341,0
11011,0
10856,0
9271,0
720,1
2986,0
4218,0
3097,0
10347,0
11069,0
1853,1
3159,0
3198,0
5648,0
7806,0
7625,0
3155,0
2209,1
8256,0
5588,0
4641,0
11352,0
5317,0
9475,0
7279,0
11093,0
10550,0
8978,0
10283,0
1047,1
1902,1
9365,0
10941,0
890,1
3924,0
180,1
1709,1
8155,0
118,1
6565,0
2895,0
7887,0
1708,1
1420,1
7776,0
58,1
7810,0
3694,0
471,1
2449,0
5504,0
8939,0
5445,0
4405,0
5080,0
11055,0
1410,1
8891,0
5642,0
1276,1
10760,0
5745,0
1313,1
8766,0
7753,0
1309,1
4019,0
775,1
3289,0
7885,0
10954,0
10457,0
6602,0
7065,0
5409,0
8953,0
2275,1
11331,0
2204,1
1144,1
3130,0
7397,0
11467,0
8635,0
3739,0
569,1
8462,0
5605,0
4118,0
9669,0
7337,0
8790,0
6945,0
4830,0
8447,0
7636,0
11072,0
4389,0
8465,0
1406,1
3880,0
1491,1
8718,0
4021,0
7589,0
6420,0
7827,0
9902,0
823,1
5754,0
8812,0
6628,0
2743,0
11063,0
566,1
1033,1
6365,0
8614,0
6101,0
9501,0
3508,0
11488,0
6470,0
2300,0
7061,0
8416,0
9610,0
4554,0
581,1
2490,0
11006,0
10180,0
10667,0
2848,0
6311,0
6461,0
10515,0
4179,0
1046,1
3534,0
5821,0
5893,0
468,1
3255,0
9128,0
9862,0
1444,1
2112,1
9553,0
7032,0
5935,0
365,1
4312,0
10985,0
3777,0
11048,0
10601,0
3044,0
3285,0
3106,0
9910,0
10062,0
6568,0
6970,0
2629,0
5803,0
9703,0
850,1
7786,0
5185,0
441,1
9083,0
4574,0
4465,0
1279,1
2239,1
2008,1
3183,0
9161,0
6170,0
8109,0
4705,0
3687,0
616,1
5329,0
5810,0
11441,0
10320,0
2013,1
7865,0
9108,0
9693,0
1810,1
1672,1
11199,0
6453,0
11089,0
11051,0
1274,1
4836,0
1951,1
1445,1
1753,1
9834,0
5595,0
5857,0
3835,0
4638,0
9611,0
3322,0
4028,0
3926,0
9192,0
1476,1
1637,1
1649,1
9689,0
550,1
6440,0
1265,1
3479,0
7,1
5732,0
10203,0
1104,1
7669,0
5903,0
3520,0
2713,0
7369,0
5631,0
11243,0
7952,0
10482,0
8644,0
3503,0
10670,0
1389,1
5730,0
5050,0
9262,0
7142,0
3684,0
10747,0
1470,1
8202,0
11228,0
3587,0
1665,1
8369,0
5153,0
3104,0
4303,0
4856,0
5932,0
1110,1
7175,0
6484,0
204,1
3905,0
5362,0
4195,0
10091,0
1368,1
6099,0
955,1
1489,1
11014,0
5860,0
5948,0
6350,0
6836,0
10824,0
7683,0
4744,0
10986,0
3158,0
995,1
5614,0
6816,0
366,1
6068,0
2681,0
5214,0
2942,0
7926,0
1432,1
7132,0
5336,0
2718,0
887,1
6811,0
2928,0
408,1
9775,0
9884,0
2410,0
9172,0
1803,1
9452,0
8129,0
7353,0
2832,0
3084,0
7161,0
1834,1
3006,0
5887,0
9865,0
4996,0
9372,0
6789,0
2858,0
2483,0
1561,1
10637,0
9981,0
9145,0
1269,1
3902,0
4036,0
9199,0
5190,0
6936,0
11135,0
7744,0
5172,0
5574,0
8474,0
353,1
9216,0
10159,0
1728,1
3312,0
6495,0
5200,0
6038,0
6469,0
9844,0
9391,0
8590,0
4119,0
6145,0
5213,0
455,1
8847,0
708,1
3571,0
3882,0
5079,0
1497,1
10371,0
9252,0
2725,0
11294,0
8502,0
7105,0
1405,1
4002,0
4203,0
9090,0
4889,0
10520,0
9066,0
3020,0
11431,0
7080,0
3203,0
3142,0
4522,0
209,1
1058,1
7126,0
9997,0
8625,0
5434,0
7097,0
5834,0
1727,1
10531,0
3591,0
3150,0
9516,0
9194,0
9191,0
5023,0
10039,0
4246,0
5586,0
868,1
7980,0
5723,0
6624,0
11265,0
6868,0
7648,0
4899,0
7826,0
3732,0
7199,0
4632,0
7167,0
679,1
10851,0
10707,0
6264,0
9519,0
5673,0
6806,0
3450,0
5812,0
1239,1
2840,0
10669,0
10189,0
4048,0
2536,0
8184,0
7927,0
1474,1
3268,0
7173,0
4486,0
10373,0
4883,0
3965,0
4838,0
4321,0
7102,0
2347,0
10406,0
638,1
1553,1
4281,0
1970,1
3741,0
922,1
1927,1
6899,0
680,1
8221,0
3316,0
9097,0
2953,0
8122,0
2230,1
485,1
4530,0
11035,0
9729,0
5910,0
10865,0
8128,0
4949,0
3702,0
2094,1
7364,0
904,1
2421,0
2510,0
1697,1
1101,1
7515,0
7871,0
7638,0
53,1
1266,1
6395,0
5401,0
5020,0
2255,1
5516,0
9871,0
2857,0
1919,1
1628,1
10585,0
7125,0
9849,0
553,1
3154,0
4904,0
7271,0
5937,0
7608,0
354,1
8788,0
3417,0
2219,1
7585,0
9147,0
8052,0
7202,0
9571,0
6609,0
4609,0
2085,1
1105,1
1653,1
6428,0
1898,1
10291,0
6951,0
5298,0
400,1
622,1
10635,0
10869,0
2024,1
10979,0
7749,0
8077,0
7639,0
1759,1
7854,0
8336,0
988,1
2751,0
6537,0
1866,1
9193,0
10325,0
8872,0
11142,0
8573,0
7485,0
7771,0
2408,0
3416,0
10205,0
3425,0
1039,1
9562,0
749,1
7508,0
7979,0
4504,0
952,1
4077,0
5524,0
706,1
2005,1
1077,1
9427,0
8851,0
9696,0
6008,0
9159,0
2744,0
132,1
11309,0
1256,1
2477,0
11284,0
8225,0
1999,1
2486,0
466,1
7518,0
3045,0
2099,1
11029,0
2809,0
5223,0
5483,0
3496,0
11327,0
8364,0
2523,0
3823,0
7493,0
1233,1
2965,0
11336,0
4163,0
7307,0
7957,0
2409,0
1366,1
4453,0
3579,0
11174,0
4181,0
248,1
8754,0
9369,0
9454,0
1780,1
1335,1
10080,0
9992,0
809,1
3592,0
501,1
5511,0
6093,0
10593,0
6040,0
10828,0
2941,0
1068,1
5695,0
1576,1
11439,0
3802,0
7631,0
3836,0
7370,0
5418,0
3746,0
1199,1
4844,0
2208,1
4781,0
10374,0
11236,0
7207,0
1009,1
1787,1
1412,1
7590,0
7728,0
4783,0
1385,1
7524,0
10616,0
4224,0
5117,0
1639,1
7932,0
8919,0
11417,0
3495,0
5328,0
6112,0
10234,0
3985,0
2624,0
4932,0
6642,0
1439,1
6826,0
9807,0
2844,0
9587,0
5791,0
11178,0
8628,0
1423,1
10833,0
9556,0
3145,0
2254,1
10602,0
5870,0
9245,0
2969,0
2992,0
1757,1
4553,0
358,1
9184,0
2979,0
10918,0
8605,0
8120,0
482,1
3393,0
1723,1
7791,0
4662,0
2816,0
6962,0
3582,0
10631,0
4619,0
8748,0
3555,0
8992,0
5626,0
421,1
5671,0
2960,0
6120,0
753,1
6985,0
10238,0
5734,0
8386,0
3915,0
2878,0
1404,1
2896,0
8783,0
857,1
8232,0
3917,0
7447,0
3111,0
6280,0
5246,0
9150,0
10991,0
4679,0
6813,0
10141,0
10128,0
2651,0
4468,0
5169,0
8724,0
3693,0
8581,0
8600,0
2974,0
8740,0
7047,0
9727,0
10876,0
7670,0
197,1
6885,0
10674,0
672,1
3489,0
2575,0
11068,0
3229,0
3179,0
3892,0
2842,0
10442,0
9221,0
615,1
7359,0
6833,0
7163,0
11386,0
3548,0
8047,0
853,1
4010,0
478,1
9659,0
5376,0
8509,0
7916,0
1324,1
2794,0
7217,0
3405,0
5537,0
9598,0
2324,0
5142,0
7966,0
8920,0
331,1
3562,0
9946,0
3674,0
9528,0
11032,0
590,1
1488,1
8341,0
8093,0
5959,0
1801,1
3095,0
9942,0
6817,0
5060,0
4489,0
516,1
7036,0
3033,0
10852,0
8091,0
10995,0
7514,0
8084,0
5269,0
7910,0
6626,0
7978,0
5751,0
3371,0
2750,0
946,1
10658,0
5748,0
4784,0
4788,0
1305,1
4385,0
8651,0
7371,0
4062,0
10003,0
5435,0
61,1
3141,0
323,1
4928,0
11227,0
1907,1
9333,0
934,1
7883,0
2415,0
9842,0
6662,0
3512,0
4686,0
10757,0
721,1
5234,0
11276,0
1991,1
10063,0
7869,0
9185,0
11359,0
5478,0
8203,0
2807,0
9935,0
9080,0
19,1
4292,0
4229,0
10110,0
6845,0
4417,0
6262,0
3721,0
6405,0
6742,0
11429,0
10040,0
9442,0
4325,0
2370,0
9059,0
2069,1
4675,0
9795,0
1860,1
8699,0
1190,1
943,1
7789,0
4322,0
1557,1
3871,0
4113,0
9178,0
6708,0
145,1
4514,0
5084,0
1062,1
6818,0
6716,0
6373,0
2540,0
86,1
3606,0
3052,0
6124,0
3475,0
288,1
1300,1
5954,0
5383,0
6735,0
7895,0
10171,0
10688,0
998,1
6809,0
4023,0
6000,0
5388,0
10744,0
6702,0
8534,0
838,1
5600,0
6401,0
2541,0
4961,0
7437,0
2906,0
8869,0
3001,0
8497,0
4369,0
8834,0
4154,0
3561,0
4205,0
781,1
11083,0
6359,0
8284,0
11310,0
10605,0
8576,0
8140,0
10140,0
3867,0
2018,1
5869,0
3362,0
8954,0
961,1
3031,0
10935,0
7480,0
7736,0
10361,0
11348,0
11464,0
4633,0
4916,0
2748,0
10143,0
8489,0
6779,0
6463,0
11365,0
8530,0
9455,0
8424,0
389,1
3521,0
7464,0
8197,0
10557,0
7547,0
11205,0
3082,0
583,1
10479,0
2882,0
3058,0
5379,0
9201,0
6587,0
1719,1
7234,0
10160,0
4739,0
4666,0
10917,0
7517,0
6506,0
7748,0
1618,1
7130,0
7176,0
3,1
2771,0
5085,0
8498,0
10,1
1426,1
6276,0
8634,0
8524,0
4646,0
4569,0
160,1
3199,0
7964,0
10121,0
9257,0
6431,0
2961,0
6569,0
10860,0
10010,0
7743,0
6130,0
7509,0
9851,0
1092,1
3649,0
11449,0
6679,0
2557,0
2236,1
3452,0
835,1
11112,0
9125,0
8906,0
4854,0
6026,0
10181,0
6159,0
4839,0
251,1
6532,0
10566,0
2452,0
7878,0
3108,0
391,1
4660,0
1877,1
8511,0
782,1
1174,1
4590,0
2736,0
2439,0
3692,0
9520,0
1436,1
177,1
4146,0
1612,1
9395,0
10469,0
9171,0
7717,0
1980,1
8591,0
3817,0
7144,0
2692,0
4650,0
10933,0
8219,0
7560,0
1214,1
10507,0
8048,0
7499,0
10653,0
2947,0
1222,1
386,1
8923,0
6267,0
9644,0
4505,0
1451,1
4457,0
336,1
5263,0
6709,0
8771,0
10446,0
2922,0
10231,0
5427,0
9111,0
3288,0
10496,0
10232,0
1287,1
1987,1
4037,0
5469,0
3816,0
71,1
3949,0
4377,0
5430,0
8361,0
6251,0
9695,0
7816,0
1895,1
97,1
7987,0
1183,1
2416,0
3772,0
7784,0
5016,0
9596,0
10405,0
1093,1
8194,0
6572,0
316,1
8324,0
1770,1
3979,0
299,1
7931,0
3228,0
10402,0
4712,0
7971,0
4973,0
1059,1
8045,0
9164,0
7830,0
3541,0
869,1
9605,0
2231,1
7469,0
10246,0
6513,0
1128,1
10276,0
3295,0
4510,0
11270,0
4307,0
10191,0
2722,0
940,1
6142,0
7751,0
2451,0
10095,0
6299,0
8238,0
6051,0
11312,0
10841,0
4875,0
2901,0
11180,0
7414,0
8547,0
2567,0
9486,0
936,1
8543,0
5829,0
8900,0
4801,0
6695,0
7780,0
5177,0
3135,0
11151,0
425,1
744,1
686,1
5059,0
677,1
4335,0
6869,0
7164,0
9999,0
3462,0
5331,0
5550,0
8533,0
9936,0
11050,0
5332,0
9176,0
1449,1
2680,0
3722,0
5017,0
7573,0
10018,0
458,1
10054,0
6369,0
5051,0
924,1
11008,0
9098,0
3390,0
6482,0
10230,0
4670,0
3174,0
4815,0
6449,0
2123,1
4396,0
8855,0
8239,0
7432,0
3843,0
82,1
7629,0
3463,0
3068,0
3011,0
1032,1
10309,0
10202,0
8739,0
5597,0
1572,1
870,1
3317,0
10766,0
6566,0
330,1
6447,0
8950,0
3089,0
9879,0
3811,0
1713,1
3187,0
5024,0
8323,0
2609,0
1137,1
5197,0
889,1
10619,0
9962,0
493,1
7257,0
4165,0
7658,0
5714,0
4206,0
9705,0
3764,0
8367,0
981,1
4922,0
6548,0
3718,0
4227,0
2010,1
1795,1
764,1
4990,0
1600,1
3340,0
7846,0
2,1
674,1
8755,0
10814,0
8235,0
2803,0
4334,0
427,1
4810,0
4300,0
7684,0
652,1
11287,0
670,1
11098,0
2181,1
5353,0
6570,0
11209,0
5236,0
259,1
2307,0
3713,0
6815,0
2996,0
10195,0
10710,0
7194,0
163,1
10727,0
5679,0
264,1
3929,0
8577,0
3773,0
8423,0
2336,0
5230,0
6318,0
701,1
2050,1
3961,0
11492,0
5247,0
2383,0
7428,0
1886,1
9718,0
2273,1
1026,1
5008,0
6641,0
7962,0
964,1
10427,0
8371,0
9625,0
2432,0
5558,0
4473,0
6831,0
105,1
2471,0
999,1
10304,0
9265,0
4584,0
11229,0
7429,0
5598,0
7647,0
6115,0
10222,0
8907,0
5539,0
1602,1
1157,1
7013,0
10464,0
2673,0
1052,1
10888,0
7318,0
1762,1
1296,1
4571,0
6090,0
8096,0
5321,0
68,1
10656,0
2042,1
2863,0
6741,0
1660,1
9121,0
1548,1
6508,0
6654,0
7665,0
9130,0
3349,0
3627,0
76,1
3845,0
1560,1
5708,0
6255,0
6100,0
7600,0
9416,0
5351,0
10950,0
9624,0
8208,0
4714,0
4793,0
2117,1
10750,0
10343,0
1908,1
6240,0
3328,0
11370,0
846,1
2781,0
6400,0
300,1
9086,0
7268,0
2727,0
7427,0
902,1
9095,0
4970,0
2299,1
8689,0
9991,0
7522,0
2403,0
5349,0
7233,0
355,1
5994,0
1079,1
228,1
6181,0
860,1
9778,0
4640,0
3502,0
11409,0
3668,0
5144,0
4331,0
8002,0
6094,0
10154,0
297,1
9057,0
10596,0
2494,0
9880,0
2964,0
4058,0
7555,0
2880,0
5871,0
4952,0
6013,0
9450,0
1935,1
5066,0
10197,0
8183,0
9196,0
9129,0
7410,0
2814,0
7319,0
3920,0
10568,0
972,1
6494,0
419,1
8603,0
2258,1
11256,0
5005,0
8983,0
2497,0
6583,0
5789,0
8095,0
11171,0
657,1
6127,0
524,1
2197,1
10470,0
5039,0
4466,0
5752,0
3531,0
5132,0
1703,1
4599,0
4483,0
7147,0
2864,0
1311,1
7295,0
696,1
9143,0
7332,0
4190,0
40,1
4455,0
6257,0
2982,0
4550,0
8170,0
10934,0
2155,1
7462,0
6555,0
10035,0
11118,0
1769,1
7936,0
681,1
5196,0
4733,0
2885,0
6660,0
702,1
1825,1
1397,1
4748,0
1289,1
6309,0
7120,0
4094,0
9309,0
3134,0
2479,0
8721,0
7193,0
4150,0
5484,0
4082,0
4509,0
937,1
9821,0
9637,0
754,1
10595,0
9385,0
5956,0
711,1
8837,0
4177,0
10247,0
1945,1
564,1
8532,0
10459,0
11403,0
746,1
7652,0
4751,0
11246,0
11369,0
7661,0
6824,0
9616,0
10905,0
4877,0
8617,0
10431,0
6723,0
4722,0
1947,1
7007,0
1125,1
1348,1
9279,0
8792,0
