,mean frequency,RMS
3440,0.5,43.49804683115094
7435,1.5,56.71515570567316
1784,8.0,311.01735862051373
5256,5.5,56.402869531667
7559,2.5,35.377788096841215
7834,2.0,19.59325158855722
7471,1.0,59.6031103359443
5461,13.0,55.76006688118075
1196,5.5,509.55166894075865
69,8.5,333.628072736646
4164,2.5,50.4849432225837
4316,2.5,57.62935941346433
6639,5.5,52.1537409522318
6390,4.0,13.106776783643262
364,7.5,245.85981440618505
8680,4.5,49.93937242265616
7294,4.0,23.8564329800423
411,7.5,225.0115339925656
4435,0.5,28.358354837022897
6381,1.0,50.805580709701566
10832,11.5,50.4477462098779
5377,0.5,46.34752702916036
9597,5.0,37.71262636704052
6452,1.0,36.63961552447364
3233,13.5,31.859095296712365
130,7.5,121.29837952338852
302,6.5,284.24703078786723
2866,1.0,28.576779458482545
7357,5.5,39.848639405881855
9001,5.0,88.36276380548398
11220,9.0,36.34097554973243
6830,5.0,29.072242990522764
7554,6.5,30.624984056118297
4204,3.5,39.30193493765606
235,3.0,124.64857827671462
8287,0.5,38.20032262216512
2340,0.5,35.00079519185957
5204,3.0,77.49566205097386
1232,11.5,182.18762194464188
4341,2.5,56.92103648503996
4282,1.0,82.78258598865314
4958,3.0,84.37913473665306
5457,0.5,42.251207684292886
9263,1.0,60.81846145625726
9482,8.5,44.5290185844439
7502,6.0,29.48947938725352
4319,0.5,66.19711184929068
11004,1.5,63.145293767627685
5530,1.5,50.43612529105502
1370,3.0,125.84450466932893
3937,0.5,68.34000975705044
8537,1.0,58.31200177305912
9817,5.0,109.06146355166544
730,9.0,507.20265303919695
4651,4.5,36.55470670148032
340,1.5,201.6282463025239
7378,7.0,46.74406191398807
10642,1.0,32.40502197528571
5297,11.0,44.87103372966518
8236,0.5,44.10093071403085
3231,3.0,54.4878543304033
6561,0.5,67.85713176985342
7323,0.5,74.3014703494739
7730,1.5,26.35143163508864
6924,4.5,71.26109768287849
2657,7.0,84.35728691386862
9313,2.0,50.364414210333074
910,7.5,280.8548674012412
2396,3.0,43.89690180731722
2526,6.5,94.79880782395816
7711,0.5,81.55578276937203
1881,8.0,314.0833264238966
3522,1.0,86.42689909234711
10878,1.5,31.8130832461269
8561,3.0,37.79641315860872
7612,1.5,86.55173669545863
3251,1.5,38.7932407429922
10071,1.0,41.43184939791187
1377,14.0,447.9039612417976
2938,7.5,86.08127461790833
4009,11.5,42.51010334871876
1173,9.0,286.6933691082251
6674,6.0,47.13608540041271
1027,1.5,230.4111569988121
1310,15.5,501.476995242865
560,5.5,118.53600166787407
2171,8.5,118.52046278029904
11200,1.5,84.43408232350548
6882,3.5,24.161656493942008
8317,6.0,70.53992732953621
443,0.5,152.77573848465354
9870,2.5,427.6968941911798
84,4.0,394.0949066026561
6618,3.0,36.11819383331966
11430,2.5,71.76578659082614
9534,5.5,75.58356302794941
10182,2.5,58.57788535227053
7085,2.0,46.025028220048384
2812,7.0,91.2129901401796
9249,0.5,56.54725709666429
11382,6.0,30.1175026329168
10511,14.0,63.914783965644446
5224,0.5,66.14738884325858
1974,16.0,645.5112292364189
2833,0.5,66.82724273149199
4663,6.0,57.18929300467877
1209,1.5,285.3636514593594
2887,2.0,54.45724742286375
6054,1.5,114.32954612517057
8690,11.0,107.82567174973336
10328,3.5,38.73996845958964
9460,6.5,68.29492854981986
1975,10.0,597.948672334084
8627,1.5,77.27937030164486
8723,1.0,76.96746852363991
3909,1.0,76.75970139215303
534,10.5,590.8857893986631
6283,1.0,30.7045443374226
4635,4.5,78.79433585786005
5014,6.0,126.07991133788424
11487,5.5,37.61590811038264
1133,7.0,406.95436653918887
1551,7.5,450.5863584333751
6938,0.5,130.84282078127177
7312,2.0,20.26890755026649
10962,4.5,60.30965828797656
5458,2.5,26.827319622448307
9440,0.5,52.874635230715775
10214,1.0,79.61485352836964
269,5.5,341.9581001894183
661,3.5,109.1741928961751
8406,0.5,56.75714953587345
10491,6.0,58.09065265411682
8259,15.0,60.33139681298826
2868,5.0,76.20502643977954
9575,0.5,103.72257732468375
5991,1.0,58.85249121877722
2035,3.5,112.00747873677342
10311,1.0,37.765886816428
9814,1.0,101.11396870842698
8315,1.5,73.95491592750106
1933,5.5,199.84746991260292
3338,1.5,68.58875622482704
9290,2.5,65.58673735739185
10155,6.0,74.5250947405889
6284,0.5,48.19637057620366
1948,8.5,513.4250920974865
8172,6.5,42.39355926538252
8560,2.5,27.324582567717297
3939,0.5,65.53284452041969
205,6.5,185.5450006484276
5436,2.0,40.61294893372987
2235,6.5,243.70824862777772
5007,5.0,61.12664156154622
3369,2.5,55.84217173902937
6753,6.0,82.06753959201835
322,3.0,330.710092133673
9996,0.5,37.63324634507034
4273,2.5,79.36968178541949
6552,1.0,23.42715396647126
7955,2.0,78.22610332994671
9117,0.5,78.52753174643591
9213,1.0,51.87898610438286
2764,5.5,79.48105611559272
6254,5.5,68.82727901012431
9650,0.5,64.69886675495174
1736,3.0,360.48093756488186
858,5.0,469.5018241611261
4130,0.5,84.49958105942744
8191,0.5,35.4167432597211
6287,7.5,39.847751024603006
1522,10.5,442.6882627190592
11399,5.5,40.61457197892463
8506,11.0,101.75867352082942
11478,7.5,45.17938961621493
2385,0.5,185.4808836595432
6707,1.0,36.420195826800544
11193,2.5,40.38473421743048
9919,18.0,36.537357808481445
2914,6.5,53.09789749839442
3551,0.5,79.81047496452142
2318,1.5,31.65967404976716
416,5.0,333.4666363500159
96,9.0,331.56183361737936
8251,4.5,31.80623710453659
5417,1.5,60.19174277621059
6394,0.5,61.53734812976385
6607,0.5,53.06522832355713
741,6.5,589.6908580819859
10026,0.5,26.85660707814745
4957,6.0,33.78492839593937
4050,7.5,69.89823797403622
11115,5.5,131.2216189553002
7672,0.5,55.45857301006311
6116,0.5,52.59771412571082
5285,3.5,107.68418088326622
8791,5.0,66.26910470408703
262,3.0,433.73316733819047
7298,1.5,49.090597050249855
4907,3.5,101.4722507672972
9995,4.5,46.9089096098092
6162,1.0,80.19642633481246
8482,0.5,46.24150048590011
7693,12.0,46.29686708994195
712,5.5,290.8074083142807
1544,3.5,208.2556998582212
4501,10.0,55.93188257408515
24,1.5,607.4053673399976
689,6.0,261.1566660057115
3434,1.5,36.93905321395975
7889,8.5,36.81488081223067
3266,1.5,52.13989688958207
9873,4.0,40.920428215165344
2493,10.5,32.87084099167528
2269,8.0,280.1835919800511
260,6.5,285.47891248331507
7284,0.5,55.41711064593453
3982,8.5,59.13245691612602
10893,6.0,92.3934352375752
7055,0.5,60.74202220636674
2388,5.0,65.07666002252651
2329,7.0,42.62144298758256
6875,2.0,44.3130454391678
1338,9.0,265.98301149198187
10592,2.0,24.77650096361469
9007,8.0,64.30524132992582
10759,0.5,52.424871840568194
8735,2.5,21.26192220702305
4753,3.0,58.64993139914999
8051,3.0,20.84138386120269
7362,0.5,59.630068901415
2100,1.5,150.75640987098194
9368,2.0,30.35375736111594
8381,1.5,98.10148752933743
1487,1.0,203.48992340108944
9134,3.5,15.002441207600182
9799,0.5,33.719075820946664
11053,1.0,49.68139211672968
10686,6.0,32.87328447282459
9677,1.5,68.47013705235845
758,14.5,550.4686191633396
3357,5.0,57.168640161969485
1171,5.5,259.6775569696966
1859,6.5,229.5781510540719
6740,3.5,48.06741176950087
8653,2.0,48.86882054125872
1583,4.5,108.80521003365946
601,2.0,115.8181832118774
1601,4.5,132.3211001131575
7230,0.5,148.14627022916406
10714,0.5,60.94728687434536
9226,1.5,87.50989620376515
10573,6.0,86.83816946355589
8391,1.5,85.152474113535
8873,0.5,58.88003810052054
927,5.5,102.50531140964112
7099,5.0,14.966857917996682
9662,0.5,76.84535124399198
10837,2.0,61.50805809759808
3569,0.5,156.98111450903895
1692,6.5,287.3453396842922
9308,5.5,87.10966788067356
5173,3.0,47.10456287611636
1772,6.0,503.6161039678748
7739,0.5,79.66808280590634
9032,2.0,53.20156706602965
7523,3.5,30.529618687227327
3499,9.0,57.426915169957546
7760,1.0,34.44004499443562
9347,7.0,70.17977751371829
10085,11.0,75.80084798132208
10639,1.0,58.87652184206154
6541,7.5,72.51322616426606
535,11.0,286.55621414861605
6355,6.5,60.67991633229029
10217,2.0,129.44594974834092
3088,0.5,52.0309496988331
9511,3.5,78.08003080773918
8016,4.5,51.13533762386096
429,8.5,204.34687903820856
7698,1.5,57.03699457369752
2753,0.5,84.25928117924903
8811,0.5,96.98848191924648
4201,5.0,58.749409903951374
8365,1.0,49.57542883860159
5424,2.5,22.23525889845337
2621,3.0,63.98807032979858
4261,3.0,59.50185872228069
1694,1.0,133.50373429351143
7443,10.5,47.3724335551542
6759,2.5,33.74644078454793
4913,5.5,107.28078575489415
8932,0.5,102.00207517420296
6135,0.5,58.06352175500337
6685,5.0,62.95983575239654
11139,10.0,67.8275328959413
10489,8.5,80.98339372114353
9930,4.5,89.77950964202522
4225,1.5,28.53729912599036
1419,3.5,142.62305884415218
218,7.5,307.0695459577317
7135,3.5,68.57390444690859
6022,0.5,30.008608790853668
6148,6.0,49.42987950907072
231,6.5,493.82746672753154
2249,8.0,135.2035285805256
2166,9.0,289.2017291385353
8403,8.5,85.5175905927035
7227,2.5,35.660193690759726
3351,1.0,46.729189887050254
109,1.5,478.72246524522825
1764,6.5,110.91252579806417
2444,0.5,54.84586890493668
2675,1.0,51.86532289256474
6360,6.0,34.19215576159245
6673,0.5,55.261624731532734
5591,1.5,70.55609193666412
5363,5.0,45.39844220551516
2332,0.5,27.559736255994903
3647,7.0,85.62964460486947
745,16.0,622.3544983223237
8102,1.0,69.74989849342973
11493,1.0,81.5545494209244
3259,4.5,62.70638190831337
7048,4.5,44.96041010224996
8521,11.5,51.13724257451706
6627,2.5,43.38318321582109
3414,2.5,24.622719596187988
10254,5.0,32.50117936562072
10250,1.5,37.27673118045626
7988,2.5,86.01610325707188
5927,0.5,58.73024518268888
2990,6.5,48.913043657533215
4454,0.5,31.13960187104999
11397,5.0,53.85585960024452
5917,1.5,28.310283784673548
1857,1.0,125.44586302776688
4442,0.5,72.4330442438912
3907,1.0,83.78379973274218
2708,0.5,57.76147663965794
8706,0.5,27.885000308185404
5191,2.5,30.000520828812288
1988,7.5,229.09540392937285
2072,10.5,371.4735714123045
4649,8.0,63.46906542265295
436,9.5,602.9851157405857
431,6.5,644.5782319997851
11268,3.0,29.44871900068405
1,5.0,155.18403106020205
10007,0.5,36.55974215026345
5109,0.5,25.234070238097736
4716,2.5,48.14713877953964
5542,6.5,84.43142499889333
6084,2.5,64.7418778086294
3484,2.5,45.172439788063805
8193,1.0,54.16296211290285
7489,1.5,132.37754143570766
3401,1.5,73.86053356135974
5408,2.0,58.54510063697688
2883,11.5,53.26544395319775
7056,2.5,30.512428628040247
1806,7.5,286.3490975436495
1632,8.5,590.6140223020816
5547,6.0,37.383151285037485
3392,1.5,71.59776355511218
8090,2.5,70.40202633802524
2266,3.0,167.04925943602683
7859,1.5,46.9584829513662
2245,4.5,395.4665102662772
10987,13.0,40.79340695236486
3093,0.5,75.41857804322818
8076,0.5,73.7612908465121
2014,2.5,82.65496218278429
9428,1.5,69.23610109843347
2428,2.5,59.24454418446479
2518,1.5,53.15854639366562
7870,1.5,35.0174691337231
4994,3.5,32.451323222732384
8026,5.5,89.41487855951324
5492,1.5,79.4463108557833
9858,0.5,56.4965214291442
1473,6.0,265.0126019630364
9789,2.0,31.18678762963973
401,3.5,390.6692606174771
2877,6.0,34.37504971587314
2374,5.0,86.13066359280822
1262,9.0,285.2588745127507
8267,0.5,163.0808713659231
4824,11.5,49.35066152513814
11379,1.5,71.99309252347582
5473,1.5,61.65967109109892
9968,10.5,58.6522499635031
8113,4.5,75.24970475959523
1545,3.5,224.49938013207853
1688,3.5,96.14936652726188
3623,2.5,39.43722761395633
7333,0.5,37.24480222754244
2537,5.5,69.87889565951761
5266,6.0,34.478084071624394
8985,0.5,57.02667789892288
2568,2.5,51.132549297450936
4092,2.5,60.443231857204246
4769,0.5,44.41204439676246
5432,11.5,132.3391196061278
8747,2.5,25.14250400840179
8775,1.5,53.06145556245371
9042,3.0,21.189550970053613
4184,1.0,42.31320969678086
1763,5.5,287.1278416680234
6853,0.5,41.385820431791615
8173,2.5,35.21543629042525
10043,1.5,29.06684275349233
6750,5.5,40.62159240516366
6974,5.0,45.84242393276397
4193,2.0,32.968142766919705
4198,1.0,43.474051617746646
2824,0.5,83.94325592234168
6017,10.0,30.2155101029463
3121,1.5,114.71006887951792
219,3.5,208.65588845071267
9244,0.5,54.36729022209724
195,1.5,81.63715752205762
716,7.5,306.5133927921217
10818,2.0,101.41609158714655
7847,8.0,57.28896395140167
8441,10.5,44.7236523343633
8896,1.0,41.23801909342882
10422,0.5,61.59411466152834
2213,11.5,682.7706276491899
7575,4.0,40.79342490677879
10659,2.5,59.44234667410936
6791,3.0,55.77976626177946
7924,0.5,56.707247456233496
3542,18.5,55.92619037205422
2925,6.0,99.67548908834108
2971,1.0,40.697483414211256
5081,13.5,48.52262680956174
545,5.5,116.84049248267378
11101,0.5,48.30605147779106
2114,1.0,102.76621060917226
3559,0.5,93.2908862275678
8154,1.0,62.38504662953094
4084,1.5,34.76768603441276
56,10.5,327.2190365054614
5174,8.0,43.46205466050242
6519,5.5,76.93112788397164
6805,1.0,26.404271375574822
8987,1.5,51.38086854407728
608,5.0,434.3349104701636
4270,2.5,68.48782752819109
4857,10.5,49.78917466741641
832,5.5,252.65174992127257
8189,2.5,28.713283280021287
5757,4.5,61.71789951945667
9126,0.5,37.645635174031135
3363,1.0,52.63396690974612
9233,0.5,61.26129918099803
405,7.5,488.3061418655245
8734,1.0,54.54343971923892
6032,1.0,29.191924517428617
9720,1.5,27.58655589968146
4956,1.0,35.76290468575644
6132,2.5,72.63433809371777
1695,7.0,220.8224815533396
871,10.0,397.6836164453629
9603,4.5,40.45973596521608
5919,0.5,46.669879330449845
6692,11.5,90.52457798161778
2296,7.5,213.9486946567156
7645,3.5,103.3408087538812
11123,5.5,33.56244180628102
3708,5.5,85.81869913424318
66,4.5,252.4695091042555
8445,6.0,34.33501225289209
1006,4.5,261.32985098458425
2234,7.5,160.8202971292803
10804,0.5,31.94627447958525
3825,2.5,84.61171078262453
3596,6.0,52.367144958396864
3738,8.0,45.24881839790129
1330,3.5,250.80700704955643
8657,0.5,38.88016821554081
5705,11.5,86.73319417994618
11074,0.5,67.63938877652946
10883,0.5,58.805205943808666
7415,6.0,77.88780555328447
4012,5.5,36.17008972376209
5447,5.0,35.765519194906844
241,6.5,547.92551110772
7875,2.0,82.33035351178204
6859,7.5,72.73542393174904
10376,2.5,72.28088183542208
1012,5.5,415.29161676239625
10480,6.5,63.42102618611591
8440,8.5,51.422295178319786
7904,2.5,44.55570052438576
6164,0.5,70.30802416309784
8564,1.5,130.8963557820891
4897,3.5,53.67777669517898
939,4.5,591.8202942973378
11354,5.5,52.11780525885563
2027,5.0,263.00619998484586
3490,2.5,45.72350240166429
10201,14.5,45.94276649232989
6581,0.5,48.08056491615141
7688,5.5,68.10678512224388
9223,0.5,19.258444779174148
8029,0.5,77.98864350419873
5364,0.5,51.124957021681205
381,4.5,115.83106005150886
9204,7.5,43.02781735582517
1177,3.0,147.44698630196294
8159,0.5,32.37219461783523
1391,6.0,431.4706415861701
4797,6.0,44.73453054024654
223,10.5,340.857282468365
2611,10.0,43.04049124625264
5924,1.0,39.1302412623536
5758,7.0,38.23014445843097
7166,0.5,63.80677618795672
8688,0.5,32.94696406964153
7224,7.5,68.36125890261238
6652,8.5,45.55853463540064
10846,5.0,98.54024152202363
8072,2.5,103.83108418469274
6520,4.0,39.22020042138681
2867,0.5,44.66403448595413
7308,2.0,38.84137412283453
8483,7.5,86.45034193740213
7068,1.5,522.283261435575
10586,8.5,51.92516870007501
361,9.0,210.00567328646147
1778,2.0,105.20452782927762
6677,3.5,40.842339302340406
546,14.0,178.9907087759725
8631,0.5,62.62006046512771
10300,3.0,36.11129173298845
507,5.5,340.2801422288884
5061,2.0,51.14506215474276
5849,3.0,40.02274133812863
977,8.5,488.6062078680412
10086,2.0,78.51191378044959
8566,7.0,40.02604742734723
9627,1.5,58.08860587768052
4143,1.5,52.69956026708145
349,6.5,273.1285549325285
11375,2.0,45.85651875687905
8114,2.5,40.16549626039432
5320,2.5,89.18221395074384
4717,5.5,32.95167656252486
8145,0.5,34.58873890986776
9445,0.5,30.22749033371775
7101,1.0,42.25882858942023
6291,0.5,96.00257361459118
1327,8.0,328.6754965482672
2459,8.5,67.01181609308728
117,2.0,174.02906433804384
10729,0.5,36.50637385486608
4963,12.5,57.69757580614848
1586,3.0,155.71941946223745
10127,3.5,28.51014073974381
854,1.0,107.3964913191127
4537,9.5,35.856076237159584
10263,4.5,33.19982704209466
1979,1.0,214.248477605443
1245,6.5,200.5832742337799
8310,0.5,79.34571310096091
2001,3.5,527.3488624752179
465,3.5,349.4684307373575
5128,1.0,57.16977611274378
3914,3.5,46.39538488127079
2806,1.5,68.31025199297504
7354,0.5,34.91110362406207
3491,6.5,54.98193950630516
7242,1.0,38.65856778621332
7420,5.0,70.46953990688104
9872,3.5,61.674564879900046
10001,5.5,31.017132362615342
5267,2.5,47.72057646308089
11291,5.5,42.16145029081661
9784,7.0,39.22033114342611
4271,2.5,24.95215147600002
10257,2.0,74.0980564701683
8782,3.0,49.7261543826536
8127,5.5,112.2736633778432
9889,4.5,45.60689923479232
9791,4.5,50.51185272413792
7304,1.0,42.129792707699735
6659,12.5,57.84186754095168
7192,2.5,37.06643239045606
11136,7.5,44.10118536707659
192,14.0,243.76238750574296
7212,8.5,36.03875680690859
5765,5.0,26.99438418159877
10607,1.0,59.04239902656818
10722,6.5,92.27876838011008
3904,1.5,22.23243688847446
4511,4.5,38.20844479831978
5689,5.0,36.368374879918
2215,1.0,102.26774133600854
7633,3.5,49.82223281640938
348,9.0,249.5572955254965
4294,2.0,45.40983081200589
7258,3.0,48.02341652940001
10627,1.5,38.04201393484249
8727,4.5,77.86008835966602
873,6.5,229.7230797272556
7253,0.5,56.92179565256616
8455,2.0,48.66338960945127
8351,3.0,43.19123649719061
3303,4.5,22.658146472350733
4376,11.5,30.567811718885768
5188,1.5,64.75268077824076
7607,3.5,20.793123957362685
6044,6.5,76.88725766097397
9074,1.5,99.84315825333252
7994,10.5,86.73019068676432
4999,4.5,28.576548787861
925,6.5,159.89624015963446
2830,2.5,44.42264167910324
3109,1.5,89.26207080925386
3609,0.5,35.01173770814225
10719,1.0,22.96955780892397
11380,4.5,84.64091776993855
5528,1.0,48.46793398732816
9742,13.5,63.497677738048026
4257,13.0,37.51506207928357
1465,4.5,340.6191212222055
5467,2.0,35.20115188101094
6502,0.5,45.90806348528274
8326,0.5,119.18021370950696
8244,8.0,57.132021416135366
10794,3.0,37.868115092053365
682,6.0,450.0980117872592
8516,1.0,84.2453141083749
9691,0.5,46.56710862259703
5541,0.5,55.32008246050886
5295,1.0,58.42662833364167
4953,5.5,83.76840108018804
10628,1.0,46.591072399589066
596,11.5,582.0612949460037
2325,1.0,35.725030889157395
2951,1.5,28.247865309280453
10103,1.5,50.73982926102038
8558,1.5,93.79155329106136
6706,0.5,65.72231252231809
9253,1.0,50.52093374130916
6137,4.5,50.88558032641713
9292,0.5,90.9683447474656
30,2.0,109.54302049808445
3552,11.5,65.6997676758164
9613,2.5,40.43909990073036
315,5.5,375.4593196121169
5397,8.0,83.1677110666303
619,5.5,536.1002212885433
7532,1.5,28.78499059568632
4967,6.5,48.80509206751638
1392,1.5,234.51709130313137
1864,8.0,612.3584562217214
2084,4.5,402.68557809373743
3815,2.5,22.00778892659369
9224,2.0,58.38069598816462
1042,7.5,395.2115681426216
5212,1.0,53.79652782708192
2211,7.5,132.39195366234026
10641,6.0,49.87859283738366
11015,4.0,52.09795836330825
6596,1.5,56.33170715031411
5668,2.0,39.23043277187686
4924,14.5,48.22651124349293
10768,0.5,142.9701212365935
5831,0.5,46.54838292706848
6063,3.0,37.10581232898358
7143,7.0,61.05112803523781
4278,2.0,33.65786033751997
10943,2.0,80.90444848805441
3509,0.5,38.54651081607452
7343,3.5,28.311784276273546
11471,5.0,29.041692820409075
1965,14.5,549.673038912253
531,10.5,234.5200363741604
2186,2.0,144.32933531077458
11321,6.5,59.292594954228896
793,9.0,340.7051969812025
8510,2.0,75.28232668387382
2690,3.5,48.04483481440799
3780,5.0,59.98018471623566
4059,3.0,43.64630009197515
2210,2.0,256.1711683239719
951,4.0,300.39552214798823
570,0.5,234.50977375021068
4710,6.0,56.43655695502251
5832,6.5,91.49454602939456
1894,1.5,88.67097604169868
9390,1.0,24.935581066520182
1511,16.0,470.3789576177183
7550,3.5,32.892402713240635
8037,1.5,31.478973637175656
1809,5.0,258.9502753757708
9002,1.5,17.692026805880666
114,16.0,548.4873993503348
5721,5.5,54.59569526442767
4968,5.5,11.99053581866757
2180,5.5,390.31609786172027
666,7.5,309.6629491719081
7593,0.5,80.8385706931954
305,10.5,449.9592440311261
2698,3.5,45.75006403684043
7563,0.5,22.21707975438041
5969,5.5,58.93313792845032
10134,0.5,90.80677889755808
10805,1.0,32.184465876413114
4241,0.5,52.04281027733322
1541,8.5,313.9445503015819
7759,6.0,72.4737492885355
8867,13.0,82.12064474277312
3783,1.0,43.84540935919062
1524,7.5,227.8173128349638
4773,3.5,25.42733404048191
2553,3.0,43.86999726642629
1407,10.5,502.21372491030274
9863,4.0,48.23736375175109
1828,8.0,334.3928156760866
11414,1.5,49.428150783169606
6386,1.0,70.51919618976099
9214,4.0,32.60696041012563
1630,1.0,152.11190691909198
17,10.5,515.0945979373291
5899,1.5,82.59536096139874
4625,2.5,14.736255513613354
4711,8.5,21.694692161188875
3014,2.5,17.978801536462324
3386,0.5,48.78549889407456
6749,2.5,48.89001827284124
10472,12.0,40.37365758217232
965,2.5,512.7686752868868
2649,3.0,30.92476852934796
11385,1.0,133.3503502731386
8893,2.0,30.1609857032848
3117,0.5,57.33200663133116
1428,7.0,221.03918164936
483,6.5,90.6159020217685
5513,0.5,34.53601494273767
4616,1.0,62.98625299544536
4132,1.0,56.96925140344351
8548,2.5,31.713746526545865
3785,0.5,69.57395107343517
7311,0.5,61.48810145949987
11153,5.0,78.76023309009598
9855,4.5,80.0409898651544
9476,2.5,41.612282216312046
6171,1.5,46.589395546022594
9033,3.5,54.00833630676842
2552,12.5,38.55487667760072
1155,10.5,251.62919923222344
2695,6.0,44.0252945759594
1100,9.0,195.9514261897097
3526,3.0,51.11981368865207
5141,5.0,41.68662738029727
2773,1.5,49.884103962334535
9230,1.0,20.44670807474274
5300,0.5,46.89601091610831
1083,11.5,277.5188039096405
5760,2.0,37.01120237931348
169,0.5,195.29366534185448
6632,1.5,125.33213102156306
3162,0.5,40.62667664809355
3737,8.5,56.15031966460654
8141,1.5,166.72283412289016
1302,4.5,563.6059596334792
3075,0.5,43.80278623593766
8118,0.5,224.63644347763625
8655,0.5,42.61006542803296
2058,6.5,289.93658890512165
2966,0.5,43.18730779624379
4472,6.0,96.84339454194205
4969,1.0,28.49652185464921
1679,4.5,297.42604533128275
6209,5.5,87.83640132904752
7141,3.5,89.20544176138444
8882,9.5,110.84211788691267
3729,0.5,39.35316234711958
7857,4.0,27.78387747698744
8200,6.5,46.97086031519968
10107,0.5,89.46173948695191
6019,5.5,33.71237051560228
2148,9.5,504.6027884594909
4703,5.0,95.61032618214546
9302,0.5,87.44652662931358
7491,6.5,99.38388816383922
3870,1.5,37.66283656089249
4758,0.5,52.68919592466277
1732,8.5,443.5759220616157
10275,1.5,33.16379656106565
10365,2.0,25.50669144741728
11065,2.5,21.892637978467786
8082,3.5,62.52966093058357
3494,0.5,49.34708467199456
10749,7.0,80.09968154977271
5133,1.5,28.27306511394724
11231,1.5,73.80905673065298
1349,5.5,211.38476655438063
9886,6.5,53.12817086125308
4921,5.5,90.99060680830604
856,10.5,93.7735048659468
5986,2.0,52.08929288821024
2525,2.0,80.80892598922009
8795,2.0,53.96486396692528
10534,14.5,65.56293940510523
9207,0.5,43.43580257474817
5523,1.0,57.01949793299876
5764,6.5,43.197340819849664
10149,2.5,25.2620059637492
2726,2.0,38.326083440328205
6699,2.0,110.18064003036103
918,9.0,440.960848292184
8773,2.0,67.70152930556665
452,10.5,472.5621156260836
8161,0.5,61.67276372237789
9326,2.5,72.31117989827887
8708,8.0,79.58917033840879
450,5.5,239.84387316772083
789,5.0,249.92931520263133
9579,1.0,48.32593502555072
8430,2.5,77.62040483077726
9480,7.0,93.620757267853
4061,1.0,65.63026764572882
2696,8.0,58.18956427595072
2904,6.5,36.8061526255292
9277,0.5,51.371811222510445
282,7.5,199.4118243324446
8988,1.0,72.16108147531813
3994,1.5,81.26529002766956
3717,1.5,52.62716648598659
7553,5.5,74.38029458570496
10157,2.0,109.95909884119982
6681,5.5,62.399012161652045
8105,0.5,61.22688100035188
2053,4.5,129.87120460346955
1949,3.0,147.533242413998
582,6.0,641.8909762495692
6281,0.5,38.41374392917527
2091,9.0,348.5776946100934
5621,2.0,65.03497781843052
8350,0.5,102.21293404808782
2074,1.5,221.3367116892412
2752,2.5,27.92545531746081
4149,2.0,29.50167169521924
9770,7.5,51.442530890062166
9852,2.5,50.353821346733454
3903,1.5,47.207006522800725
1191,4.5,201.03633844407327
10912,1.5,67.44123599475324
5570,3.0,26.07666918494864
1954,4.0,659.0565600283531
2019,12.5,549.7583653332673
7902,11.5,31.61660739676618
161,3.5,148.97098868152148
1319,6.5,279.7710402470876
457,3.0,353.01864687161003
6451,3.0,35.558490547265926
6422,0.5,20.56499319991378
3672,4.5,77.412633467106
2700,5.5,92.51929169604304
7956,1.5,55.15548866330077
2720,1.0,73.85471578016363
4508,13.5,76.58295007498405
9760,2.5,36.022894467008754
4551,0.5,44.56338204772221
5161,3.0,46.0019477763578
3375,2.5,63.776549312325606
8728,0.5,87.00400437533752
3026,13.5,67.76343631178432
3801,2.0,41.90942498226085
5658,4.5,42.67548787799619
7289,9.0,58.04867300378192
3570,6.5,79.82559113467309
503,5.5,646.0923658540191
10500,0.5,67.65448539846601
10207,7.0,106.09448407330729
6131,1.0,352.9802454967381
7635,6.5,44.41174205130047
7490,1.0,91.64998220556974
5624,6.0,66.2963649668102
3196,2.5,66.03459971389998
7718,2.0,26.79851033639743
7001,1.0,60.145526641638114
2207,8.0,228.2195640903596
6108,1.0,66.86471153334546
5568,2.0,37.72570099580656
7849,6.0,119.5653872821792
8316,0.5,83.11909342266824
3788,5.0,80.71582517445852
4288,1.0,101.64888393616896
3053,1.0,31.83485523467164
7115,1.5,63.07916807720676
9891,3.0,83.9891989893641
10033,3.0,25.52219277841836
5800,11.5,128.74621126100178
4494,0.5,56.2916902795719
9485,0.5,61.62290025580993
417,6.5,126.64819822358804
1224,1.0,214.0059471373547
5058,11.5,113.18835415194005
4880,3.5,42.61393276412071
10931,2.5,18.84468281273261
6320,2.5,127.8825239874716
7602,1.0,51.96216791600645
9168,5.5,65.32879955104984
1786,1.0,181.68734681366087
4065,8.5,48.4832999195986
3528,0.5,38.910171740095805
1206,1.0,124.50838089888768
7815,7.0,47.30247272375145
923,15.5,575.9543108303492
9802,2.5,40.75433738419753
1905,5.5,170.26494605604745
849,2.0,105.23200744367182
7060,0.5,52.01748128634257
10788,2.5,47.79471176454828
1956,5.0,280.384370141296
5115,2.5,29.855634086697105
8282,11.0,57.80858517150588
9352,1.5,66.68343986585988
3146,0.5,70.08361008355485
2973,1.0,42.46399554880287
9019,3.0,81.20960834951275
1546,1.5,234.6116732113542
4286,0.5,54.57164513852409
6095,3.5,16.819642999332654
2216,7.0,310.5099533869144
8658,0.5,188.54598349109693
10891,1.0,52.92220023150729
1031,6.5,250.6604216318489
249,5.5,309.1345933041848
3731,1.0,67.51899327689209
7004,1.0,56.38582126602174
11342,0.5,37.10974670866469
6109,0.5,79.0351762320503
368,7.5,192.3433819046031
